967,Inav,Petrov,RU,23
968,John,Smith,USA,25
969,Inav,Petrov,RU,23
970,John,Smith,USA,25
971,Inav,Petrov,RU,23
972,John,Smith,USA,25
973,Inav,Petrov,RU,23
974,John,Smith,USA,25
975,Inav,Petrov,RU,23
976,John,Smith,USA,25
977,Inav,Petrov,RU,23
978,John,Smith,USA,25
979,Inav,Petrov,RU,23
980,John,Smith,USA,25
981,Inav,Petrov,RU,23
982,John,Smith,USA,25
983,Inav,Petrov,RU,23
984,John,Smith,USA,25
985,Inav,Petrov,RU,23
986,John,Smith,USA,25
987,Inav,Petrov,RU,23
988,John,Smith,USA,25
989,Inav,Petrov,RU,23
990,John,Smith,USA,25
991,John,Smith,USA,25
992,Inav,Petrov,RU,23
993,John,Smith,USA,25
994,Inav,Petrov,RU,23
995,John,Smith,USA,25
996,John,Smith,USA,25
997,Inav,Petrov,RU,23
998,John,Smith,USA,25
999,Inav,Petrov,RU,23
1000,John,Smith,USA,25
